day,views
02/10/19,12
02/17/19,14
02/24/19,24
03/03/19,1
03/17/19,2
03/24/19,15
03/31/19,11
04/07/19,8
04/14/19,2
04/21/19,1
04/28/19,10
05/05/19,17
05/12/19,17
05/19/19,17
06/02/19,6
