,timestamp,value,day
0,1509840000,0,11/05/17
1,1509926400,0,11/06/17
2,1510012800,2,11/07/17
3,1510099200,4,11/08/17
4,1510185600,3,11/09/17
5,1510272000,3,11/10/17
6,1510358400,1,11/11/17
7,1510444800,0,11/12/17
8,1510531200,0,11/13/17
9,1510617600,4,11/14/17
10,1510704000,3,11/15/17
11,1510790400,1,11/16/17
12,1510876800,3,11/17/17
13,1510963200,1,11/18/17
14,1511049600,0,11/19/17
