day,views
12/03/17,25668
12/10/17,26686
12/17/17,26618
12/24/17,24676
12/31/17,19236
01/07/18,25398
01/14/18,30840
01/21/18,27773
01/28/18,27288
02/04/18,30686
02/11/18,30272
02/18/18,33804
02/25/18,33316
03/04/18,40253
03/11/18,41447
03/18/18,41637
03/25/18,43960
04/01/18,43950
04/08/18,47205
04/15/18,42966
