day,views
11/04/18,316549
11/11/18,156612
11/18/18,62
11/25/18,6
12/02/18,7
12/09/18,10
12/16/18,1
12/23/18,13
12/30/18,5
01/13/19,2
01/20/19,4
02/03/19,2
02/10/19,3
03/17/19,5
03/24/19,5
