day,views
11/04/18,55681
11/11/18,34063
11/18/18,12
11/25/18,2
12/02/18,10
12/09/18,1
12/16/18,1
12/23/18,1
12/30/18,1
01/27/19,3
02/10/19,4
02/17/19,3
03/10/19,4
03/17/19,1
03/24/19,1
