day,views
04/02/17,117800
04/09/17,111112
04/16/17,108332
04/23/17,129002
04/30/17,123504
05/07/17,120070
05/14/17,114959
05/21/17,112272
05/28/17,112638
06/04/17,107120
06/11/17,109261
06/18/17,100702
06/25/17,117918
07/02/17,124047
07/09/17,101202
07/16/17,116835
07/23/17,131835
07/30/17,139842
08/06/17,136935
08/13/17,139890
