day,new,returning
01/22/17,2349,96
01/29/17,2612,113
02/05/17,2133,124
02/12/17,2091,100
02/19/17,2377,114
02/26/17,2791,112
03/05/17,3175,144
03/12/17,3052,140
03/19/17,3029,155
03/26/17,2959,166
04/02/17,2960,148
04/09/17,2898,135
04/16/17,2935,173
04/23/17,3100,172
04/30/17,3129,183
05/07/17,3096,170
05/14/17,2990,173
05/21/17,3034,153
05/28/17,2940,146
06/04/17,3024,163
