,timestamp,value,day
0,1492473600,1,04/17/17
1,1492560000,1,04/18/17
2,1492646400,0.9995822454308094,04/19/17
3,1492732800,1,04/20/17
4,1492819200,0.9999652717485674,04/21/17
5,1492905600,0.9999479166666667,04/22/17
6,1492992000,0.9999131944444443,04/23/17
7,1493078400,1,04/24/17
8,1493164800,0.999122756832008,04/25/17
9,1493251200,0.9999806830474424,04/26/17
10,1493337600,1,04/27/17
11,1493424000,1,04/28/17
12,1493510400,1,04/29/17
