day,views
07/22/18,5626
07/29/18,5773
08/05/18,5688
08/12/18,5427
08/19/18,5367
08/26/18,5445
09/02/18,5197
09/09/18,4724
09/16/18,4871
09/23/18,5072
09/30/18,5005
10/07/18,5198
10/14/18,4836
10/21/18,5331
10/28/18,4752
11/04/18,4832
11/11/18,3128
11/18/18,1
11/25/18,3
