day,views
01/15/17,135972
01/22/17,107524
01/29/17,137243
02/05/17,122146
02/12/17,131599
02/19/17,118675
02/26/17,100542
03/05/17,119282
03/12/17,113234
03/19/17,109712
03/26/17,119695
04/02/17,115487
04/09/17,117949
04/16/17,113328
04/23/17,119811
04/30/17,140998
05/07/17,149685
05/14/17,157364
05/21/17,149573
05/28/17,137814
