day,all
02/03/19,5
02/10/19,3
02/17/19,4
02/24/19,2
03/03/19,1
03/17/19,2
03/24/19,2
03/31/19,1
04/07/19,1
05/05/19,2
05/19/19,4
06/09/19,1
06/16/19,1
